Monte Carlo simulation number,Training accuracy,Validation accuracy,Bare class F1,Kelp class F1,Mixed class F1,Red class F1,Bare class precision,Kelp class precision,Mixed class precision,Red class precision,Bare class recall,Kelp class recall,Mixed class recall,Red class recall,Depth MDA,Slope MDA,VRM MDA,Mean Curvature MDA,Northness MDA,Eastness MDA,Flat geomorphon MDA,Ridge geomorphon MDA,Shoulder geomorphon MDA,Slope geomorphon MDA,Footslope geomorphon MDA,Valley geomorphon MDA,Median SST MDA,Standard Deviation of SST MDA,Bare class depth MDA,Bare class slope MDA,Bare class VRM MDA,Bare class curvature MDA,Bare class northness MDA,Bare class eastness MDA,Bare class flat geomorphon MDA,Bare class ridge geomorphon MDA,Bare class shoulder geomorphon MDA,Bare class slope geomorphon MDA,Bare class footslope geomorphon MDA,Bare class valley geomorphon MDA,Bare class median SST MDA,Bare class standard deviation of SST MDA,Kelp class depth MDA,Kelp class slope MDA,Kelp class VRM MDA,Kelp class curvature MDA,Kelp class northness MDA,Kelp class eastness MDA,Kelp class flat geomorphon MDA,Kelp class ridge geomorphon MDA,Kelp class shoulder geomorphon MDA,Kelp class slope geomorphon MDA,Kelp class footslope geomorphon MDA,Kelp class valley geomorphon MDA,Kelp class median SST MDA,Kelp class standard deviation of SST MDA,Mixed class depth MDA,Mixed class slope MDA,Mixed class VRM MDA,Mixed class curvature MDA,Mixed class northness MDA,Mixed class eastness MDA,Mixed class flat geomorphon MDA,Mixed class ridge geomorphon MDA,Mixed class shoulder geomorphon MDA,Mixed class slope geomorphon MDA,Mixed class footslope geomorphon MDA,Mixed class valley geomorphon MDA,Mixed class median SST MDA,Mixed class standard deviation of SST MDA,Red class depth MDA,Red class slope MDA,Red class VRM MDA,Red class curvature MDA,Red class northness MDA,Red class eastness MDA,Red class flat geomorphon MDA,Red class ridge geomorphon MDA,Red class shoulder geomorphon MDA,Red class slope geomorphon MDA,Red class footslope geomorphon MDA,Red class valley geomorphon MDA,Red class median SST MDA,Red class standard deviation of SST MDA
51,0.668674699,0.777777778,0.772727273,0.830188679,0.774193548,0.705882353,0.80952381,0.814814815,0.8,0.666666667,0.739130435,0.846153846,0.75,0.75,14.32141846,14.54679451,17.31684941,6.30245041,7.811678003,5.215300288,9.511214266,-0.05584266,-0.922352934,6.403732128,2.067066795,1.269139213,11.0005763,8.865275195,5.219863525,13.29434797,15.74336115,8.625936087,2.447319142,2.121198852,9.198861103,0.677587349,-1.322320615,6.059488931,2.801026808,-0.159524326,5.792229252,1.622556244,9.754694752,8.84506455,8.130793629,0.058657113,2.247026783,5.092158563,2.903819573,2.266028795,-1.477249177,0.10981446,-0.50597867,0.726963189,8.880751193,4.137845602,2.705232704,-1.205453044,2.209510194,-1.567680396,7.976908804,1.908596495,5.464720527,-0.736262989,1.263851106,2.790552114,0.306853166,2.015269147,3.942116179,10.67093128,11.88825162,2.450341116,6.390441282,0.935011435,2.568052785,0.343649667,0.437498391,-1.789862059,0.608569856,2.621959805,1.002333725,0,1.738612685,2.321231265
52,0.732142857,0.721518987,0.807692308,0.830188679,0.518518519,0.538461538,0.875,0.814814815,0.411764706,0.636363636,0.75,0.846153846,0.7,0.466666667,18.67354849,12.08954136,14.11097723,6.585045988,6.789724013,5.731281721,11.88305547,3.310006602,0.230054278,2.228642021,1.966880229,-2.700201763,11.4815148,22.83196406,6.140684705,11.23548957,13.02310654,7.002933167,2.919639047,-0.210934712,10.99400747,2.770729796,0.420943051,2.012947286,1.222672985,1.419048212,5.382751767,8.894925861,10.48454408,6.422248725,9.394941665,2.797005987,3.604195115,4.197389535,3.104635664,1.562910602,-0.896812278,0.761136036,-1.953114055,0.036854193,9.36335267,8.779394534,7.6723253,2.901349315,4.505186295,0.021066925,5.161268001,-0.057029887,8.605897345,-0.237860864,-2.205256951,0.030503785,1.843616865,-2.954133269,2.987315233,20.61173101,16.44188548,0.59333287,5.810334561,2.280154519,1.965503512,5.640146675,1.790664341,1.682448465,1.995198917,2.094814961,2.176496901,-1.002333725,3.825639364,11.2240113
53,0.744318182,0.633802817,0.76,0.733333333,0.55,0.363636364,0.76,0.733333333,0.407407407,1,0.76,0.733333333,0.846153846,0.222222222,19.53561658,13.91298728,16.28633165,6.615443668,5.867364336,6.937626496,9.433994233,4.376500955,2.234422662,6.145825414,3.602324095,-1.318961014,13.67432493,18.458468,6.127868119,12.5321163,14.699675,6.698010691,1.631033446,-1.138282799,8.565122774,3.557136892,-1.241562891,5.554810946,1.053870189,-0.559682519,6.140668791,5.212445794,15.7164256,8.417196394,12.1376537,1.131520605,4.04129004,6.933797217,4.028014007,0.768888266,0.04424904,4.226898331,0.822095842,0,13.116415,7.834297406,8.031908171,2.819014313,2.748348194,3.063788862,5.783039317,-0.201160319,6.55382428,2.551430142,3.001884289,1.611998913,3.180402715,-1.002333725,4.921962464,15.95001043,12.46122063,4.192211263,3.856903038,0.398384116,0.030650451,5.874643984,-0.572479348,1.776770013,2.469209635,3.304240772,2.813072729,-1.002333725,1.813337927,9.831250301
54,0.680232558,0.773333333,0.793103448,0.8,0.636363636,0.8,0.92,0.75,0.583333333,0.714285714,0.696969697,0.857142857,0.7,0.909090909,15.65542443,10.42029202,16.26460692,6.025488996,8.640230762,6.45635973,9.72531913,1.683251454,-0.441225878,3.146597217,1.168942062,-1.091511737,12.587274,17.39934915,3.7685723,8.934898447,14.9327102,8.873230125,2.363482182,4.566189271,9.34926267,2.783190509,-0.673654456,2.59203299,-1.235050478,-1.002333725,5.388564119,5.955652734,12.09896348,7.496482536,8.285785102,-2.003611927,6.271361318,5.686891204,3.936603371,0.270717924,-1.644793552,0.201992738,1.341076674,-1.002333725,11.3246558,6.576399633,4.265191433,3.267237531,4.856237483,3.22210448,7.032113709,-0.711663322,6.035147326,0.744266464,1.066206794,1.593697583,1.125198318,-1.002333725,6.986666216,18.21558215,11.58720227,1.596368163,4.900504769,-1.487706613,0.897595708,2.049237013,1.315403352,0.394898269,0.433154193,2.189823232,1.732419456,0.693692771,0.896312255,4.627119228
55,0.728915663,0.691358025,0.765957447,0.736842105,0.545454545,0.611111111,0.782608696,0.724137931,0.75,0.523809524,0.75,0.75,0.428571429,0.733333333,24.90189899,11.64210454,14.56700631,6.163199924,5.839869706,4.664909758,10.07956847,2.309358006,-1.526127841,4.049737285,3.64819975,-0.189597956,15.47462718,15.42494403,10.93816572,9.42827201,12.80822829,7.015876535,2.59587144,3.118683297,8.796365744,0.718141185,-1.087980116,3.491459499,1.363689626,1.504120646,11.05534874,7.334513521,17.66307552,7.251548125,6.272693135,1.465200293,3.363360076,2.50731353,3.616356722,2.029798445,-1.635020609,0.712585057,0.086737824,0.136228862,13.20178425,5.687841239,9.373748401,1.894076155,6.849575045,0.80747618,4.96179684,2.186563405,6.792545796,0.358951916,-0.418367841,2.416335464,2.774483604,-1.397985857,5.036807887,14.93847637,16.18182695,3.293182024,4.48702434,1.179331858,1.41009423,-0.306745952,7.412617426,2.059195238,0.97864392,0.259369437,4.335859436,0.515657076,2.712411453,4.444426836
56,0.687861272,0.716216216,0.777777778,0.818181818,0.714285714,0.55,1,0.782608696,0.833333333,0.44,0.636363636,0.857142857,0.625,0.733333333,23.11695106,11.05271269,15.63473991,9.278526585,5.726755664,4.545693667,9.032155004,1.494004333,-1.530553225,4.150803517,2.627116232,0.466349818,13.49106786,14.67427199,7.711617855,10.13005549,14.04326173,8.989606543,1.015787089,2.880051555,8.029845396,2.154751561,-1.200449859,3.565060708,1.478968287,-0.581812449,6.901170125,5.816091426,14.58265665,7.28003593,8.374562028,-0.667655057,4.531822401,3.791348715,3.576227123,0.873788085,-0.465660102,0.729863828,-0.546515812,0.25343073,11.10693018,6.711632064,8.043672684,2.653097154,6.313577625,2.529356057,4.342884834,1.408610487,5.537289883,0.246577712,-1.419214283,0.197406249,2.581265364,0.507977644,3.583723647,12.74603975,21.27789922,0.669517718,5.340859011,3.967765077,0.957600354,0.022922767,3.313992864,0.593682436,-0.536657352,2.454554253,3.332806072,0,5.075423001,4.070905196
57,0.736526946,0.6875,0.739130435,0.666666667,0.666666667,0.666666667,0.80952381,0.592592593,0.888888889,0.608695652,0.68,0.761904762,0.533333333,0.736842105,23.47401862,16.49391923,16.82037276,7.983611682,5.774138612,3.76980739,9.635627504,5.9605919,-1.51357463,3.171554328,1.33913221,-0.386721703,11.79750447,14.78782694,3.10677807,14.01026139,14.03452564,7.823471914,3.583964515,2.782183426,8.889302433,2.662859081,0.590754864,4.149937281,0.185171208,-0.523789505,6.301239822,6.08194285,19.57327232,10.6160425,9.737674815,-2.043154464,3.76714864,0.698207277,2.804591344,4.207199652,-1.672628799,-0.786935875,-1.534240116,-1.28006878,10.39070864,6.594324381,11.1813254,2.110804571,4.155134117,3.041636961,4.892682172,3.134890411,6.420630827,2.910627156,-0.140662048,1.084807859,3.213171341,1.702616179,3.425545951,14.80375752,15.7965149,2.123327935,6.014451192,4.612303579,-0.501839864,1.223271466,0.173307701,1.926739991,-1.931016157,0.026460302,1.41372049,0,1.816925434,3.422124447
58,0.760736196,0.738095238,0.823529412,0.814814815,0.64516129,0.5625,0.954545455,0.814814815,0.526315789,0.5625,0.724137931,0.814814815,0.833333333,0.5625,20.15357672,8.113635256,16.17872432,7.463190089,6.964017802,6.423639093,10.63250477,1.171473356,-1.509450776,2.223703767,3.357344436,-0.467043898,12.86830284,17.74381412,6.329826101,8.162598986,14.27754238,8.543247266,3.321689332,2.300933505,10.01038263,3.253047312,-1.586421008,1.960353048,0.394179126,0,5.360158656,7.150024006,12.52939907,3.947827324,6.643842005,-0.276438923,4.452895755,5.670207266,5.473992315,0.350032266,-0.310485536,0.289512078,2.197422533,-1.409195733,13.41875602,6.879569601,6.662565963,1.731127059,6.338555601,0.478709025,7.042497757,-0.381355833,7.053944767,-1.597184319,-0.62400387,2.11711483,1.794366113,0.16181915,4.42340257,17.65423968,14.84989603,0.757149634,6.126265969,2.089551695,-0.225609139,4.590812892,1.857458447,0.240389284,-1.765583005,1.862917206,2.794278829,0,1.550072884,7.918502872
59,0.728323699,0.743243243,0.777777778,0.807692308,0.689655172,0.64516129,0.933333333,0.875,0.555555556,0.588235294,0.666666667,0.75,0.909090909,0.714285714,22.29968373,12.81297115,13.39812591,8.707134384,3.685672738,5.3773359,9.086619181,4.129456325,1.720684039,3.558988576,2.886265945,-1.51904864,12.9341423,14.87540601,11.10019253,11.94579778,13.0932839,9.15984061,0.238676462,1.029403574,8.860066474,3.090467551,-0.128041762,4.172726355,1.093161946,0,7.58494588,5.891876438,14.09479443,8.072491477,6.021187842,-0.706565348,2.167077695,5.242290822,1.804436685,2.308570431,1.056137389,-0.549904875,0.83528803,-1.694783225,10.75305889,6.419880121,6.284931892,3.988904241,2.930534331,2.980060031,4.848744625,1.402774537,6.384877168,2.493218882,0.78276865,1.009193489,-0.282702495,-1.362302402,6.068400225,14.21320191,15.90019444,0.907141407,5.067932682,4.021618547,-0.134177534,1.951760062,3.030474946,0.941800509,1.030795039,2.339528223,3.478172015,1.002333725,0.90473228,5.730741845
60,0.674556213,0.666666667,0.731707317,0.736842105,0.516129032,0.592592593,0.789473684,0.583333333,0.666666667,0.727272727,0.681818182,1,0.421052632,0.5,21.68632977,12.94237412,14.62757377,9.425093084,5.578059488,8.530285295,8.322683542,5.541003757,0.340098098,6.311558578,2.601809332,-2.131079202,9.926147466,11.39217075,3.832238114,12.23501408,11.89982589,8.510142885,0.051683608,0.269962181,7.741881187,5.513723079,0.631973512,6.032260473,1.146522558,0,3.312068214,4.232321423,18.68967038,6.079764589,7.195377062,2.507379726,5.084865634,8.511076296,3.670889456,2.500373372,-0.501898743,3.756424696,2.445229439,-1.30500541,9.972780936,4.082624162,5.587747043,0.549664814,3.831997825,2.590730921,3.861658115,2.710325997,4.985985448,1.890528256,-1.721144751,2.345382263,0.588423338,-1.40642536,2.351699545,13.10483061,15.89281766,0.777424514,8.358735477,4.276038316,-0.227656781,3.603654332,2.056136556,0.70414464,1.436716056,2.631582871,1.988107765,-1.002333725,1.880861367,4.172000937
61,0.666666667,0.684210526,0.730769231,0.64,0.666666667,0.695652174,0.703703704,0.666666667,0.642857143,0.727272727,0.76,0.615384615,0.692307692,0.666666667,17.36449672,14.24671316,15.9902548,5.023620449,3.624107146,5.544054727,8.219965018,4.884926084,-2.519150845,4.091042949,1.264408664,0.460117911,6.951042949,14.82318872,7.346194557,12.53935262,14.04607402,6.36039644,0.03997488,-0.189969097,7.332923195,3.779459133,-0.001033591,4.873431069,-1.511420098,1.605493301,5.318433845,4.060460982,9.125259508,11.1051621,10.20610094,1.313277408,1.819897819,5.647122605,2.04049834,4.051903685,-1.725576128,0.303241224,-0.009254758,1.002333725,4.814033552,6.540649096,7.188168332,2.265390238,2.868674252,1.03101133,4.919222992,3.128440029,5.604590562,0.205994149,-1.222367908,1.133486413,2.418513612,-1.002333725,0.924427202,17.40176726,13.53041003,1.248535446,5.635761727,-0.650019761,-0.676240217,0.356619376,5.206565324,0.931554913,-2.134293866,0.861331512,1.841216652,-1.060391595,0.297918142,4.414334221
62,0.737804878,0.65060241,0.666666667,0.730769231,0.514285714,0.647058824,0.714285714,0.730769231,0.428571429,0.733333333,0.625,0.730769231,0.642857143,0.578947368,18.03475472,12.4598796,17.80016845,2.596039015,6.4446093,8.738502488,10.19052217,2.356266278,-0.26910239,3.823749284,0.58359792,-0.440900208,13.48722099,15.06357169,5.739236179,9.096249936,15.47796148,4.394435511,1.531749574,3.505316871,7.379712521,1.732207414,-2.77752746,2.878259742,0.70848178,-1.002333725,4.340343155,4.989637707,11.08752207,9.317337852,10.6618845,-2.193103599,1.581480154,7.758575295,9.353241477,1.06395853,0.825475706,1.165814995,-0.456955276,-0.064216746,11.77395439,5.083354168,7.799952625,3.673921122,9.660049584,2.390828295,6.199392852,2.62625639,7.721573812,0.385332856,1.353451033,1.016640763,0.569234139,-1.002333725,6.871885331,15.55514845,11.54505148,3.804987292,6.440713264,-0.360796751,2.448188887,2.389614877,1.813427517,1.907724581,0.488387685,1.591448898,2.146051914,1.002333725,3.116883002,5.826315397
63,0.722222222,0.76119403,0.8,0.810810811,0.714285714,0.689655172,0.842105263,0.75,0.714285714,0.714285714,0.761904762,0.882352941,0.714285714,0.666666667,20.64673528,11.57484864,17.1125754,3.977101332,6.630974828,3.434730544,10.95634078,3.464739702,-1.517140905,5.992717247,4.384026345,-0.438905914,11.77821134,14.26326996,4.939272376,9.924726165,15.39139879,6.822543996,1.015293119,-2.148237851,9.796674837,3.490657047,-0.243349024,4.694511842,2.563831954,1.41372049,3.747503263,3.954483553,14.42206482,6.628971077,12.74929857,0.114651501,4.377935533,4.851824429,6.613209474,2.047675894,-1.755253899,1.440981451,2.090493277,-1.002333725,10.92579511,6.343675838,10.41165651,3.1767605,4.051467078,-0.86378592,5.564582143,1.306300977,5.780187792,1.721282505,0.333591943,1.792013977,2.103634373,-1.002333725,6.176012416,14.49268676,15.60513059,2.573982209,6.02619986,0.874983838,0.623742875,0.423548931,1.229317239,-0.661213507,0.132162059,2.210177812,2.942810484,-1.002333725,1.841485796,5.835851696
64,0.714285714,0.694444444,0.769230769,0.784313725,0.592592593,0.518518519,0.833333333,0.8,0.5,0.538461538,0.714285714,0.769230769,0.727272727,0.5,16.14350753,11.5118866,17.80532651,7.423237417,5.605569383,6.732374308,7.377357476,5.322176638,-0.094322368,4.600171318,1.872833443,-0.188359022,10.98334315,15.5700713,7.629534486,9.053341195,16.53337163,9.543961734,0.714248688,4.317206815,6.778668261,1.94972952,0.845680485,3.623753108,0.518412262,1.650174725,6.609267681,6.068202987,9.104383509,5.793950684,9.378485906,-1.206823165,1.78704473,5.3512933,0.503165232,3.41194841,-2.019944535,3.730869704,-0.025341158,-1.139247445,7.29516746,7.723142896,5.561328058,2.627601427,6.705165219,3.000682952,5.793794358,1.47631257,6.548970536,1.250477373,-0.782933974,1.778491462,3.081936579,0.233153411,5.39719888,15.98453614,14.29893174,5.663767909,5.546876494,1.64608917,2.754352199,2.394959014,5.655301869,4.889516572,1.371365489,1.822124666,1.681470852,-1.397709344,2.199813312,5.718525323
65,0.679775281,0.753623188,0.916666667,0.764705882,0.5625,0.666666667,0.916666667,0.619047619,0.692307692,0.727272727,0.916666667,1,0.473684211,0.615384615,18.53807773,12.52923902,16.15430095,6.456710231,5.693699988,6.876438696,9.170693158,3.392969691,-2.912033736,4.134483968,2.667633829,-1.718044401,11.99281553,18.5359787,5.288449976,10.07756524,15.35225785,7.53290073,0.778405354,2.247053185,8.185059432,2.261039232,-2.317694661,4.206847778,0.958343807,-0.876148089,6.562282674,5.708109614,12.57615123,8.753779858,8.751847293,0.693139005,4.100717024,6.283506016,2.993697991,0.703981755,-1.438635751,2.159171607,1.195627349,-0.922818718,9.397451896,9.742613778,9.431174948,1.767027444,4.388634177,2.445262766,3.763497704,2.706997203,4.944069067,4.336264007,-0.928753241,0.973991443,1.473500038,-0.340651179,2.38749872,15.41187578,10.68730252,1.745896117,4.076509272,-1.096255073,1.944497976,1.134472504,2.516399107,-0.394108814,-1.085808983,-0.593170579,2.338305761,-1.419854908,3.966587388,7.255182956
66,0.701149425,0.753424658,0.769230769,0.681818182,0.782608696,0.814814815,0.909090909,0.517241379,1,0.846153846,0.666666667,1,0.642857143,0.785714286,17.59208213,10.63713549,19.79806124,6.227480562,6.212173175,3.954025448,7.636930126,1.648145711,0.611720644,2.007661523,3.845970123,-0.664884932,10.70453898,18.02024828,4.410350164,9.427541782,17.85369234,7.642274721,0.330459368,2.4799812,7.709833786,1.725786186,1.979129636,1.121671506,2.657312437,-1.002333725,4.536804498,5.420532676,13.88406855,5.622617173,9.936804355,-1.943247116,7.003874513,4.013679598,1.457217514,0.301718323,0.454686994,2.92886618,0.858625752,0,10.26534888,9.223773451,6.997985354,3.416001988,4.476897085,1.748975562,3.457982442,1.850170337,6.065863581,2.149270189,-1.368962348,-0.129675539,1.736561724,-0.455353947,2.906000696,18.23820656,13.78579725,2.801458798,4.024529746,2.673081218,0.325298638,-0.123481596,1.101000063,-0.799967468,0.631877503,-0.657266171,2.673783466,-0.264908454,2.0686849,6.648567728
67,0.708333333,0.632911392,0.730769231,0.717948718,0.4375,0.571428571,0.791666667,0.7,0.5,0.476190476,0.678571429,0.736842105,0.388888889,0.714285714,22.34723824,10.04839644,20.66696017,7.068022235,4.44522295,6.907762733,7.333329062,2.090915917,1.886289906,3.873688521,2.722176492,1.075891118,9.642627935,16.25350785,4.765605956,8.722715848,19.74443832,8.115383053,1.172331089,2.461356584,6.891703353,1.413790142,1.093564505,3.529834895,1.098903549,1.883367517,5.102302717,4.242841665,15.82363319,5.322332495,7.023581624,-1.207828999,2.450862582,7.35493281,3.106393941,-0.523936503,1.337763506,1.202960121,1.105732668,-0.784330115,8.145598676,6.446380714,10.51903372,3.748496674,9.433517336,2.027526521,3.829879223,1.137717589,5.059077834,1.335923261,1.888990056,0.964015769,1.874325143,0.611314509,2.36866774,17.57943348,17.53499826,0.01480135,9.480322555,2.590513269,1.040079909,0.97942097,2.774262422,2.279545129,-0.107035637,2.521046591,2.406231929,1.002333725,3.821277917,6.539987127
68,0.738372093,0.733333333,0.8,0.771929825,0.620689655,0.666666667,0.761904762,0.666666667,0.818181818,0.8,0.842105263,0.916666667,0.5,0.571428571,19.01734566,14.65432408,12.72686181,6.638327142,5.186093244,5.102292866,10.81056073,1.762949512,0.204782878,3.697807439,1.99096271,0.594534207,13.46312388,12.72793886,7.989582179,10.49190892,12.51324026,7.802409966,1.658056008,5.433109947,9.400958812,1.693389184,-0.183937037,3.156065359,2.820202148,1.002333725,8.017047277,5.864452367,12.4844214,11.29631095,7.251013698,1.184998927,3.810472122,2.396237178,2.626435917,2.361486505,-1.204942212,1.875081424,-1.03883019,1.00421394,14.40391509,3.896245793,6.184971245,2.984788607,3.414575886,2.996794046,5.902735237,2.081179909,7.183203443,-0.10174514,0.652642847,1.294102031,0.687865013,0.775686245,8.482180157,13.31452073,12.58197314,2.650351382,3.368719737,-0.015582179,-1.109609578,-0.808557793,6.625871107,-0.549120565,0.982365416,0.840406955,1.73036644,-1.73036644,-1.612625621,5.571794657
69,0.737142857,0.736111111,0.772727273,0.808510638,0.689655172,0.583333333,0.739130435,0.826086957,0.625,0.7,0.80952381,0.791666667,0.769230769,0.5,17.06803277,12.42948928,16.54019596,6.194505834,6.56042093,4.621758855,7.834913787,1.450852264,-1.956323086,4.88372356,1.198446048,0.271734613,13.15259342,16.06277215,4.118452405,10.58098056,14.11286635,5.314272047,1.488157964,3.033860494,6.122722383,0.947330136,-0.801605876,5.169824799,0.379019331,-0.112197804,6.929506124,3.977426143,12.67441273,9.061895704,9.196593824,-0.702969469,4.126969113,4.720508561,3.082004026,1.023670103,-0.86071109,2.927841029,-0.144040733,0.16524897,12.58229082,5.530211158,4.393591737,1.833430084,6.380230713,2.392959921,5.765830321,-0.771886788,5.666570389,-1.15753802,-2.607499453,-0.240961231,0.680266815,0.421517361,4.137981008,18.38731497,15.07531183,0.407888249,7.682572958,4.565885049,0.989144333,0.556279925,6.103992871,1.467899002,-0.064780973,0.896835369,1.955067093,0,-0.346222585,6.295802048
70,0.745762712,0.757142857,0.857142857,0.79245283,0.608695652,0.636363636,0.857142857,0.807692308,0.636363636,0.583333333,0.857142857,0.777777778,0.583333333,0.7,17.78374879,9.473888507,14.38870627,2.946402564,6.305843312,2.901344259,9.60949219,2.644007336,1.171267805,4.757960954,2.140066208,0.535063684,16.96233954,16.34321008,4.40768144,8.28706465,13.29824402,4.026335567,2.41875371,-1.963611403,8.484499437,2.043592798,-0.14780917,3.799706157,1.711519395,-0.541179678,6.682693413,4.66575304,10.81311661,7.440923885,9.85236954,-2.720732069,1.093969233,4.007678744,5.343719072,2.490400669,-1.155006929,-0.281514022,0.065840604,-0.209128815,13.49638773,6.101354645,5.717978807,1.514034117,4.326656603,2.496177684,6.659965252,1.793792889,7.493776817,0.992868407,2.613688032,1.929200183,0.580160064,0.522846194,11.43751588,17.51789259,16.68887589,0.989322048,5.935094,1.568852929,1.437792649,1.164380864,7.196235514,-0.066332905,1.348531509,2.567878167,1.956552671,1.062794279,2.438255938,6.349768541
71,0.728323699,0.743243243,0.723404255,0.8,0.666666667,0.72,0.68,0.846153846,0.875,0.6,0.772727273,0.75862069,0.538461538,0.9,22.26992448,15.17691187,18.43042832,9.620908839,7.049850169,4.345980056,8.84802406,0.847339713,1.528936108,3.370353058,1.544437742,0.810302999,11.99903352,13.71763764,5.341462445,13.42882536,15.67893658,6.765347152,1.026463409,-0.066206648,8.119995455,1.507900623,-1.18556495,3.446573732,1.139705603,0.070645758,7.786387907,5.618823372,16.55885994,9.470430334,13.08876145,1.540447759,0.961889219,4.815151108,3.03140771,-0.135883112,0.402093756,-1.104205481,-0.160992409,-1.146345529,9.600680806,6.184806132,6.67571718,0.840676928,6.751352318,5.200889201,6.421168154,2.420951977,6.236177794,1.069690947,0.310684609,0.904847123,-1.426657935,0.142002764,3.108562644,16.41217697,17.59525184,2.22053025,5.466516861,5.820950362,4.848818976,-0.526426566,3.859556463,-0.808048334,2.499917497,2.150238756,2.875315209,2.091118053,3.101722331,4.220282613
72,0.75,0.661971831,0.680851064,0.634146341,0.695652174,0.64516129,0.8,0.52,0.8,0.625,0.592592593,0.8125,0.615384615,0.666666667,17.24726785,14.38159137,17.9351716,7.003462382,5.300724341,7.229621828,10.17285479,2.78448509,-1.5425634,4.719445989,1.352347689,-1.255611365,11.55079487,19.2266287,2.20571479,12.17162125,14.95002426,7.521211795,0.319212296,5.566038879,9.178799551,2.465121168,-1.267851505,3.417984215,-1.002333725,1.002333725,4.478330606,4.718458999,16.3116732,6.174716557,9.815832724,2.569027861,3.723625081,6.467458971,3.769580059,2.856357402,0.114446892,2.463839441,0.424600181,-1.419985654,10.15109713,8.618881574,5.987646073,1.788754046,5.426434876,1.860309565,3.564316604,1.689865895,6.909986599,0.545776493,-0.78837873,-0.189860095,0.798926987,-1.237783358,5.387311023,19.90826373,14.13716909,5.543185345,8.398361549,-0.507939929,2.729971273,0.3039719,2.268859139,1.131103622,-1.194327805,1.21800146,2.672448154,0,1.059924489,7.646264501
73,0.687150838,0.779411765,0.705882353,0.836363636,0.777777778,0.75862069,0.75,0.851851852,0.777777778,0.6875,0.666666667,0.821428571,0.777777778,0.846153846,19.9699904,11.89981222,13.45139722,10.38649426,5.082394813,4.860211228,9.603001365,2.812070319,0.799554138,1.893488185,1.724621098,0.708289937,13.8729385,18.48200646,8.52660609,10.80659044,12.54490083,10.69300113,2.351760876,3.030465702,8.874976697,3.381365502,-0.382050358,2.085833815,3.604724641,0,8.379020416,6.934305655,13.7130746,6.354518131,8.423979779,1.392805286,1.904819849,5.724253165,2.399792504,1.027928087,-0.717007104,-2.311347944,-1.156510315,1.521152122,10.69698301,8.352534981,4.786550615,2.578305949,2.934623946,0.984898941,4.216893442,0.620021815,7.639557095,1.11687126,3.089035338,0.679462997,-0.157075703,-1.510179268,5.956161468,16.71391812,18.31135774,1.110117058,5.350712846,1.619681198,1.061789683,-0.114648209,1.823283271,0.188627309,-0.43943059,1.769051051,1.976260436,0.422172734,1.105158298,7.396505077
74,0.732954545,0.690140845,0.769230769,0.791666667,0.545454545,0.545454545,0.882352941,0.703703704,0.5,0.6,0.681818182,0.904761905,0.6,0.5,20.80693673,14.82373072,16.3807627,6.272340442,5.060529184,4.720260631,7.443977923,1.434349352,-1.022356784,3.323851841,2.659011595,0.980734195,12.66641815,15.95950197,9.526080208,11.09897345,14.36533929,7.893289729,2.032763926,4.434998623,5.918057706,1.738765546,-1.819227926,3.508799038,3.005913487,0.317484817,7.291561032,4.049679218,13.1847459,10.23742619,10.32374503,-0.810726079,2.406798026,3.330887038,5.614932708,-0.109842893,0.236056042,0.982373448,-2.098234222,1.419777953,11.26675444,9.798260258,7.218787974,5.048655988,7.085436049,0.739349996,3.516579616,-1.050286525,5.624630493,1.637522671,-0.380771837,0.956598114,0.799817905,0,4.192909473,15.77288389,17.00588136,2.49945659,5.935589182,0.021169382,2.127237506,2.323403842,2.016466328,-2.442954236,0.398797388,0.976776742,1.868549369,0,-1.329864661,5.196278347
75,0.745856354,0.621212121,0.604651163,0.708333333,0.588235294,0.5,0.684210526,0.607142857,0.714285714,0.5,0.541666667,0.85,0.5,0.5,19.98964741,12.76322024,16.3529363,6.487156029,5.746586641,6.014399886,11.63890989,2.877013616,-1.398845722,6.208723631,4.355899275,-1.052341435,12.9131897,20.75730872,6.418816239,10.63981136,14.22983615,6.765135922,0.131607857,0.288258272,10.86406678,2.630938193,-2.338663197,6.217881519,2.765460843,0.653577537,6.800735714,4.686192784,14.26369224,8.22485399,9.058073058,0.960270014,3.513954462,7.554764893,4.180782077,2.735707562,-0.614415548,1.89796915,1.719050972,0,11.95058643,9.931159838,7.092807226,0.192988815,6.259543168,3.274315098,4.260145462,0.44404231,7.66206364,0.354620722,-1.588670813,1.489757097,2.371296474,-2.255832277,5.037433959,18.45417964,15.97061324,6.170848178,6.847938444,1.856269652,3.416554916,1.870965757,7.766478866,0.79758868,2.228374944,3.008973195,2.013815412,0,1.135546994,9.721340365
