Monte Carlo simulation number,Training accuracy,Validation accuracy,Bare class F1,Kelp class F1,Mixed class F1,Red class F1,Bare class precision,Kelp class precision,Mixed class precision,Red class precision,Bare class recall,Kelp class recall,Mixed class recall,Red class recall,Depth MDA,Slope MDA,VRM MDA,Mean Curvature MDA,Northness MDA,Eastness MDA,Flat geomorphon MDA,Ridge geomorphon MDA,Shoulder geomorphon MDA,Slope geomorphon MDA,Footslope geomorphon MDA,Valley geomorphon MDA,Median SST MDA,Standard Deviation of SST MDA,Bare class depth MDA,Bare class slope MDA,Bare class VRM MDA,Bare class curvature MDA,Bare class northness MDA,Bare class eastness MDA,Bare class flat geomorphon MDA,Bare class ridge geomorphon MDA,Bare class shoulder geomorphon MDA,Bare class slope geomorphon MDA,Bare class footslope geomorphon MDA,Bare class valley geomorphon MDA,Bare class median SST MDA,Bare class standard deviation of SST MDA,Kelp class depth MDA,Kelp class slope MDA,Kelp class VRM MDA,Kelp class curvature MDA,Kelp class northness MDA,Kelp class eastness MDA,Kelp class flat geomorphon MDA,Kelp class ridge geomorphon MDA,Kelp class shoulder geomorphon MDA,Kelp class slope geomorphon MDA,Kelp class footslope geomorphon MDA,Kelp class valley geomorphon MDA,Kelp class median SST MDA,Kelp class standard deviation of SST MDA,Mixed class depth MDA,Mixed class slope MDA,Mixed class VRM MDA,Mixed class curvature MDA,Mixed class northness MDA,Mixed class eastness MDA,Mixed class flat geomorphon MDA,Mixed class ridge geomorphon MDA,Mixed class shoulder geomorphon MDA,Mixed class slope geomorphon MDA,Mixed class footslope geomorphon MDA,Mixed class valley geomorphon MDA,Mixed class median SST MDA,Mixed class standard deviation of SST MDA,Red class depth MDA,Red class slope MDA,Red class VRM MDA,Red class curvature MDA,Red class northness MDA,Red class eastness MDA,Red class flat geomorphon MDA,Red class ridge geomorphon MDA,Red class shoulder geomorphon MDA,Red class slope geomorphon MDA,Red class footslope geomorphon MDA,Red class valley geomorphon MDA,Red class median SST MDA,Red class standard deviation of SST MDA
150,0.649425287,0.808219178,0.791666667,0.772727273,0.933333333,0.75,0.791666667,0.772727273,0.933333333,0.75,0.791666667,0.772727273,0.933333333,0.75,19.76927088,11.48003907,15.67795909,4.336113963,6.772785718,3.372444653,9.740835195,2.880232775,0.496333822,4.539152084,2.024056012,0.055476414,12.26384586,14.75731073,7.852936195,10.30078284,14.46177839,6.293650477,2.695813657,1.596155488,8.38509909,2.32072134,-2.249793665,4.174624786,0.955283817,1.002333725,9.119537264,7.160921413,15.79985142,6.660291796,11.5479037,0.831151585,5.018581429,3.271413956,3.85714701,3.276434804,-0.257815602,-0.692757916,2.02150163,-1.356868897,10.25918092,8.706956453,0.455190845,0.166002837,0.827367511,-0.926216198,3.395863413,1.088696122,5.177917085,0.306228815,1.674630645,1.570514322,-2.772024022,0,5.097717608,11.33658276,13.8521505,3.136555624,6.203094709,1.270425147,2.474342848,0.552695497,6.395992634,-1.51497138,1.234624856,1.804429938,3.507646653,1.509466652,2.574632987,6.539524375
151,0.691860465,0.76,0.826086957,0.8,0.476190476,0.787878788,0.791666667,0.769230769,0.625,0.764705882,0.863636364,0.833333333,0.384615385,0.8125,19.40099413,10.15661748,16.93892949,6.390740671,8.421552766,0.29468681,8.84957243,4.158598173,-0.89704512,4.543191232,1.90914265,1.100114764,12.91543014,14.73080253,9.792411806,9.88513712,14.68191089,5.864201681,0.923119021,0.972519989,8.314010282,2.360985336,-0.596799605,3.197828657,2.549485997,0.837030065,8.750382678,4.736629985,12.72030223,6.066974494,11.2515763,0.240991908,4.656740116,3.050316396,6.533131829,4.073864311,-0.646642589,2.195801986,-0.243618957,2.057244985,11.87149008,8.101304773,7.242108135,0.707792787,8.334572931,3.316235331,8.369488002,-1.563314508,6.34584582,0.043305937,-1.62019271,1.1291299,-0.25335884,-1.726623895,2.989483146,15.47030719,14.85641909,-0.451129497,4.095504776,2.318484404,1.663449915,-2.680210185,1.894053691,1.874170073,0.978121788,4.62791372,2.429473197,1.002333725,0.515544802,4.365977971
152,0.658682635,0.8,0.755555556,0.821428571,0.787878788,0.846153846,0.739130435,0.793103448,0.866666667,0.846153846,0.772727273,0.851851852,0.722222222,0.846153846,18.32067274,11.48583597,13.94089718,8.501360839,5.847591527,5.675827222,10.17323823,3.239869198,0.675029608,5.288671237,-0.56333736,-0.764556889,11.06911362,15.56133802,3.817969983,11.36118464,13.70920861,9.470835388,-0.82036022,3.883991032,9.800026946,3.233276901,0.851873085,5.701140545,-0.402432346,0.503017801,6.349822987,6.811495899,13.57062132,6.023110986,8.579141961,1.893146588,5.618568289,4.531009894,3.266884755,2.960278594,-0.374314528,1.078669046,-0.639041927,-0.782741136,9.760409435,8.87704972,4.833426308,0.486546167,1.720105386,1.687526617,4.152273038,-0.264684863,5.63777455,0.58636842,-0.050038578,-0.190384231,-1.868487347,-0.544289599,3.119011845,13.60790904,13.57073209,-0.386709201,4.618362773,0.792831124,2.127638145,3.163201047,2.066581443,-0.567757664,0.370388695,1.303358981,1.818720776,0,3.277510816,4.950483751
153,0.695906433,0.75,0.807692308,0.829268293,0.583333333,0.685714286,0.913043478,0.772727273,0.5,0.705882353,0.724137931,0.894736842,0.7,0.666666667,16.42245301,10.00257272,16.18443301,7.94174223,7.224303167,4.324367604,9.993312551,1.150312418,1.277509728,6.025086593,2.282301931,-0.40468824,13.25021848,15.30427711,8.195764209,9.343736666,14.74747057,9.873017196,2.670791051,1.935413322,9.441271177,1.342770331,-1.015083422,6.318401332,-0.506536694,0.72198388,7.106656941,3.744216827,11.6362517,4.691214281,8.993839717,1.551664625,2.550140088,3.39318994,2.062561879,2.197342147,-0.507708548,1.79786414,1.458370198,-0.269421288,11.46409864,8.314832031,8.470830196,1.194730676,6.205126448,-0.853529616,6.496245224,-2.423085365,7.015703187,0.022107255,0.996705292,2.526402457,2.351290353,-1.41948393,4.691226254,16.74634901,9.2945074,-0.131683395,3.281134867,2.145069259,2.756644897,4.551691316,5.55640094,-2.050911372,3.381251373,0.13805946,2.037110624,1.002333725,2.725090899,6.785827733
154,0.674418605,0.773333333,0.888888889,0.823529412,0.666666667,0.666666667,0.941176471,0.777777778,0.714285714,0.647058824,0.842105263,0.875,0.625,0.6875,19.64075205,9.444758361,18.6440785,6.697063172,4.593490924,5.39800137,6.604062472,3.690027689,-1.239012293,7.273472445,0.541518762,-1.47714649,11.36690139,14.32917299,7.678153026,8.675013266,16.35367937,7.470333413,0.454419927,0.285440183,6.726334789,2.855281089,-2.215696425,5.8008553,0.795200073,0,7.506794496,4.628458177,12.8653465,5.738699941,8.76652758,0.385865557,4.85566822,4.94419716,0.996711551,1.43496909,0.832310091,3.316127437,-2.470536058,-0.076472951,9.182479588,7.574408354,6.494249809,1.418988151,3.689145749,1.893423691,1.846013964,0.950345373,4.593440538,2.077968513,0.415043363,3.004008602,0.638241573,-1.654133963,2.864369648,13.85667595,16.67282238,1.387543338,6.388675925,0.790891178,0.985994855,3.834653731,4.683763652,1.906128097,-0.914384468,3.952322616,2.844907434,-1.418044676,1.590093282,5.003015019
155,0.695652174,0.779069767,0.814814815,0.872727273,0.709677419,0.625,0.956521739,0.857142857,0.611111111,0.588235294,0.709677419,0.888888889,0.846153846,0.666666667,14.42948581,11.72444174,15.16528732,6.426302505,5.289172488,4.430737519,9.118871453,3.093006114,1.45131271,4.183098473,2.696219015,1.382238136,9.781102144,15.63511413,3.387595937,11.93086369,14.47973749,7.612473216,1.293142223,-0.047106966,8.979749832,2.090844119,1.194357352,3.871248317,-0.063900288,1.417013776,1.965368891,5.672402665,10.23857586,3.062329606,7.711634822,0.68788124,1.913376673,5.573589065,2.91980094,1.400632943,-0.516581182,-0.146457764,0.824879357,1.002333725,8.383140737,6.912277189,3.511474346,3.733637129,3.888260887,-1.453332169,6.246636136,2.042935644,5.94577075,0.860694488,-0.056523762,0.726377764,3.243910716,-1.002333725,6.384593218,16.38243737,13.34251227,2.143232237,3.671863254,2.96758554,0.800515258,0.245172544,1.523670126,1.898878975,1.781243817,2.012650533,2.892617763,1.002333725,0.724715119,5.591025949
156,0.666666667,0.746268657,0.848484848,0.72,0.75,0.666666667,0.823529412,0.72,0.818181818,0.642857143,0.875,0.72,0.692307692,0.692307692,23.84359088,14.05054754,15.95415361,6.530825928,1.769611645,4.279374248,7.628022263,1.544870159,1.722306982,7.744185662,6.047366941,0.891814864,14.25599338,12.94159424,8.543975516,11.33329525,13.08543968,7.222219097,0.033577204,2.327423217,6.611745319,3.577009484,0.693811079,7.507088476,3.278573268,0.169724283,9.261817887,5.425562796,20.32879845,9.933264167,12.11156232,-0.25370483,0.008553056,4.929811499,3.715756769,0.388966026,0.472036602,3.07111131,3.286212598,1.523925394,12.9378002,5.028745577,5.15108161,1.959094525,1.283832525,1.039049956,1.908948962,0.22112118,5.979476216,1.541801125,1.408792459,1.446082912,2.285745789,-0.145528542,6.435395593,14.08732222,16.34773871,3.730716235,5.316710517,1.440430348,1.645795477,-0.733712174,1.951116683,-2.565531173,1.125644394,3.565355708,3.093926702,-1.002333725,-0.204294025,4.123832857
157,0.696132597,0.727272727,0.888888889,0.769230769,0.5,0.583333333,0.909090909,0.714285714,0.5,0.636363636,0.869565217,0.833333333,0.5,0.538461538,22.22214151,11.22561818,18.8074125,7.934691258,5.473889162,4.177347186,7.090152501,2.873486857,-1.77246764,4.699675891,3.506685869,1.740245065,16.60862503,17.34403688,6.469048094,11.18480461,16.49207069,7.94991681,-1.288308633,2.756516466,6.544196795,3.290489975,0.298920972,3.831311304,3.061267099,0,5.519197892,5.733019755,16.78029679,4.745392676,9.515219402,-0.425799995,1.322082009,2.931090825,1.55167919,2.389243711,-1.90268394,0.585975672,-1.689039947,1.41948393,16.14145592,5.590573556,8.085062987,0.647349491,9.012031584,3.432006532,7.178101002,0.833765421,5.617858503,-0.832605385,-0.716251099,2.083096165,1.705571594,-1.002333725,6.169129176,18.89515446,16.29621686,-0.238970597,4.899041006,3.301080937,2.764134053,1.03181349,-0.532032877,2.033963949,-0.543319302,3.725347456,3.727480566,1.416613331,4.792414257,6.890610635
158,0.697674419,0.773333333,0.782608696,0.826086957,0.695652174,0.742857143,0.857142857,0.791666667,0.666666667,0.722222222,0.72,0.863636364,0.727272727,0.764705882,18.34471454,14.35912032,15.90213623,2.361796361,3.70221662,4.311619759,7.42649436,3.018506238,1.673053363,4.446845893,2.351425161,-1.497073453,10.93047678,17.43726367,7.331628017,12.8309377,15.91572621,5.137603202,0.331282079,-1.112626953,7.001180152,1.191192049,-0.973429647,4.152392579,0.94603503,1.033190814,5.797827586,4.104539785,10.65416321,9.386790558,7.979133269,-2.702622047,2.948829098,4.833869072,2.935875775,1.459629412,0.905193416,0.95474125,0.631436809,-0.762005607,10.20924468,7.954562803,7.102447254,1.851634591,2.339319536,-0.63923846,2.272954347,1.129510471,5.241416662,1.883689216,2.495050509,0.133709286,0.81745912,-2.382668657,3.254958043,17.20527505,14.32240525,2.774502106,7.859974021,0.858906986,1.32517179,2.880016685,1.343772258,2.057948956,1.439686411,1.059802733,2.824137307,0.062110894,2.51840264,7.189965475
159,0.69005848,0.736842105,0.739130435,0.84,0.64,0.64516129,0.708333333,0.84,0.8,0.588235294,0.772727273,0.84,0.533333333,0.714285714,17.01179555,15.26403219,13.87384477,8.556321956,3.88083081,6.287101961,8.010295395,1.404668153,2.445821201,6.92943454,4.306398694,1.552248392,13.34618496,15.00521301,5.836570111,12.39760715,13.05326749,7.312198476,2.313257713,2.479457488,7.175341969,2.698961639,-1.177201718,5.083598326,1.602337256,1.002333725,8.678419588,7.466100777,10.04777971,8.466680683,7.453213311,2.875964047,1.728711566,5.052174581,5.511258883,1.238395639,1.599020393,3.113464587,0.184974885,1.488890956,8.194043562,5.964068474,5.736563178,2.584215401,1.594840486,1.453100161,4.30378142,1.965204713,5.515280955,-1.20612413,0.456450938,1.744845676,3.605314797,-1.002333725,5.064544221,15.18914353,14.27004263,6.504557041,4.711135734,4.006410891,-1.312103783,1.564387548,1.853963551,-0.425636485,3.261720984,5.023385903,2.631877012,0,4.41965855,5.801622319
160,0.747058824,0.727272727,0.745098039,0.84,0.689655172,0.5,0.904761905,0.84,0.625,0.4,0.633333333,0.84,0.769230769,0.666666667,20.04728712,14.33149027,16.34811299,7.2929865,6.0848105,5.328378494,9.267481313,4.04211685,2.708194077,7.34244672,1.308360617,0,10.87522314,16.2226381,5.318815538,13.34497337,15.72732846,9.604255885,2.984541746,4.119596923,8.849396318,3.141045656,1.49692472,5.641550985,-1.235355325,0,5.951164362,5.003116211,14.2002488,6.623526461,10.13773157,-0.123546018,4.335021901,2.791296471,2.722297985,2.261628323,1.922544926,3.7205049,-0.370105632,0,9.538689239,7.285304882,4.298396353,2.428858495,3.433540558,1.461263826,4.572816969,1.056683121,5.597404553,0.731713095,1.408792459,2.926496866,2.238042003,0,5.43043451,17.25450368,18.48411939,2.848070782,6.604453914,0.472566253,0.31211855,2.148390653,3.928411799,2.162133617,1.62009532,2.526887622,2.840824118,0,1.129446964,4.762595973
161,0.740540541,0.725806452,0.764705882,0.772727273,0.75,0.545454545,0.8125,0.739130435,0.9,0.461538462,0.722222222,0.80952381,0.642857143,0.666666667,21.99278891,11.69151119,13.67573189,7.358312946,5.943525458,5.378534539,12.726335,3.52085407,1.064073104,3.588596273,3.323384745,-1.02631561,12.3411235,16.12669194,6.612777279,7.390640195,10.34370927,7.650797517,2.782523576,2.106804671,10.7966019,3.40596148,0.515586678,2.629966209,2.81829915,1.002333725,5.142576525,5.3125317,14.92265616,9.452113323,10.39653616,0.190898766,1.887955729,4.956262594,9.160551967,1.302348726,0.040931051,1.622477543,-0.732756822,-1.002333725,13.09677004,5.450205444,5.355442904,2.513151071,4.904441527,2.538368893,4.752635529,1.282524168,7.671848623,1.650441579,0.245002299,1.427785031,-0.552363302,-1.679901649,2.167768497,16.63467544,16.32063949,3.221516387,7.445942713,1.518143065,2.563090864,1.73557561,8.741632442,2.333251031,1.116202161,1.938499032,3.904175782,1.002333725,4.300861803,6.580373366
162,0.73255814,0.68,0.755555556,0.693877551,0.538461538,0.666666667,0.80952381,0.62962963,0.7,0.588235294,0.708333333,0.772727273,0.4375,0.769230769,24.63817407,12.75674719,21.87206954,6.811591346,5.50873756,4.526292661,5.374082108,2.632030185,1.707478541,4.569810555,2.790626706,-0.657633972,10.27658018,14.98214883,6.86582455,11.98013203,19.74077552,6.706520823,2.312687818,0.937854282,5.131412563,1.689850135,0.530280602,3.401714207,-0.351759704,0.691564852,7.093277114,5.727079591,17.13636483,10.92645861,8.775465479,0.052275257,1.697629988,4.140701102,2.652659908,1.616973922,1.535153911,3.288483275,0.440998946,0,9.275871875,4.908676331,10.06728777,0.239430912,6.474822358,4.226619026,5.905903008,3.678368716,3.760996831,1.055435738,0.715338075,0.5161746,1.897975228,-1.738337384,1.013054548,13.22283063,18.53497942,0.690990697,7.595501478,3.97179042,1.78897688,0.664504089,1.526236483,0.474541401,-0.125940623,1.805076256,3.325081476,-0.608638009,0.607759491,5.608979862
163,0.7,0.701298701,0.775510204,0.682926829,0.666666667,0.647058824,0.76,0.583333333,0.714285714,0.785714286,0.791666667,0.823529412,0.625,0.55,15.82611679,10.88823512,15.42443989,7.448387857,4.034612101,3.574030823,6.60481018,4.575021589,0.654338095,5.922175258,1.621028904,1.160261591,11.11946562,15.01021466,5.163244446,9.495600242,14.12187623,7.747663329,-0.344830438,2.075737904,5.614609343,2.792171799,1.71896566,6.115893563,-0.117417959,1.338334256,2.931210634,2.621567986,13.85872323,5.433259692,9.130216038,0.504845291,3.192299477,4.268299898,4.007293755,5.724115382,-0.779778965,2.192846686,-1.137569998,0.090087322,12.848493,9.461261937,3.863917386,4.213343223,3.406659662,2.627439782,3.733037914,-0.147571822,4.626287698,-0.397269935,0.749039417,-1.686941812,2.792120024,0,5.638467012,14.79316399,12.79225378,0.771144131,6.063355296,2.095390293,0.624956563,-1.258160815,0.378070824,-0.864088334,0.602971365,1.226717636,2.008542026,0,-2.580253227,4.207144041
164,0.694915254,0.771428571,0.8,0.782608696,0.777777778,0.692307692,0.714285714,0.9,0.777777778,0.692307692,0.909090909,0.692307692,0.777777778,0.692307692,18.50765615,11.79238926,13.71079492,4.19644968,8.554090419,7.69704033,13.29834546,4.75214924,-1.183593681,5.180861029,2.29365692,-0.617636037,13.44522371,18.82542995,7.35248479,9.782854031,11.11866742,4.269292084,2.171148844,0.451998369,11.92014064,4.2080735,-1.218408687,5.014451359,-0.441075303,0.994077831,5.128560491,6.707653389,12.71633731,6.876849742,8.686216654,0.476852558,4.311942365,7.705834445,11.14962987,1.757550563,-0.52406193,0.915401421,1.251357224,0.963348704,12.55439089,8.246385456,8.015111588,2.608923373,5.785524371,1.707364916,5.31590148,1.898714969,8.041450009,1.512245499,-0.712264141,1.32749824,2.176617617,-1.917282076,5.900015445,18.65606475,13.48087267,2.971590294,4.892188009,1.75405413,2.750536117,4.796418113,1.727117021,1.460475496,0.018879843,2.393188584,2.793551003,-0.240316936,4.151854392,6.020412356
165,0.721311475,0.71875,0.689655172,0.739130435,0.740740741,0.692307692,0.714285714,0.708333333,0.769230769,0.692307692,0.666666667,0.772727273,0.714285714,0.692307692,20.36676836,13.939983,18.097857,9.930015211,5.489117163,6.251506071,8.166454468,3.136581226,-0.845598383,4.576687485,2.54800909,-1.643535738,15.56708607,16.12086853,8.909616064,11.12398353,16.98486675,10.73255719,2.928796769,1.173956314,7.283912301,2.39261987,-0.258725041,3.644577333,2.459741885,-0.310339031,9.074802194,7.388054112,14.50892703,9.559155628,10.17702017,-0.440135177,2.459399685,7.030343393,5.488879758,1.210757869,-1.235560433,2.44275139,0.227456779,-1.002333725,13.42254871,8.570674956,4.596789521,0.903583539,4.275320278,3.801080959,5.022321859,-0.424587981,5.256205787,1.289715545,-0.413820389,0.77539433,0.084483846,-0.404766984,6.079617462,14.18286153,16.23461566,2.079999982,6.549583471,2.124201894,2.766160281,3.130896105,1.237936381,0.953484087,0.28466301,2.266559067,2.399576354,-1.734985383,1.341086636,8.477684208
166,0.700564972,0.742857143,0.829268293,0.780487805,0.666666667,0.64516129,0.80952381,0.695652174,0.75,0.714285714,0.85,0.888888889,0.6,0.588235294,19.91198025,9.563223999,18.81435397,7.383636536,7.317179648,5.14585606,6.449262533,4.067027839,1.754630211,4.475771312,2.969695213,1.28371093,12.9812328,14.89169269,3.422286707,8.037919381,16.76634634,7.74256238,1.977389612,1.947265652,5.761498645,4.101745947,2.000647089,3.481917135,0.377878551,1.084067783,4.542156619,3.845833591,12.51159694,5.934347644,10.41126242,-0.49363947,3.920259384,3.202929561,1.497670623,2.800106739,-0.90453696,1.374686011,0.596063518,0.354660369,13.77839585,7.021158501,8.911259337,1.447699741,5.523222629,3.723183265,7.434501931,2.752533285,4.35474531,1.980048713,0.193543736,1.039392699,2.558760117,-0.18602143,2.904591535,16.68648607,14.48018479,0.752938713,7.730297452,3.109119549,1.098741733,1.283795957,4.364784296,-0.423141699,2.401840816,1.932179158,2.164708696,1.42083755,2.413677707,5.832633422
167,0.718954248,0.659574468,0.78125,0.73015873,0.538461538,0.4,0.833333333,0.676470588,0.583333333,0.388888889,0.735294118,0.793103448,0.5,0.411764706,22.09906038,9.177210212,15.47129339,4.191449131,3.281853802,2.633040154,8.659641465,4.31978671,-3.012099314,1.451099163,1.027092133,-2.016565354,11.66154814,15.71346147,5.165220155,7.66153656,15.19210726,6.378807402,-0.06012546,0.882375396,7.621878962,3.013349258,-0.823186857,2.908408752,2.076242433,-1.418044676,4.720174864,5.206502855,18.66995137,4.148741822,9.853048227,-1.380548834,1.964777466,2.668018696,4.616879184,4.009848642,-2.914366841,-0.804824905,-0.847912539,-1.002333725,11.59930331,5.712424735,9.327965003,3.651022559,7.112962455,2.11459919,3.32995725,-1.21934016,5.977751249,0.748282926,1.002333725,-0.385794222,1.03437413,0,5.178959535,15.63016206,12.87100861,4.126069177,3.028903687,0.124139432,1.679565646,1.784072179,5.413187693,1.412057073,-1.325330895,0.665164016,1.887074745,-1.002333725,-1.400297307,5.053382289
168,0.74137931,0.671232877,0.75,0.708333333,0.64516129,0.518518519,0.789473684,0.708333333,0.625,0.5,0.714285714,0.708333333,0.666666667,0.538461538,23.14966528,13.08037495,16.31385953,5.370583541,5.161722559,3.938965505,8.356906811,2.495078785,1.925586878,5.24853434,4.100868243,2.016322565,15.03495244,19.38513521,8.043702071,12.64659512,13.74177261,6.870933791,3.438937575,2.690943763,8.206351031,2.715108566,1.391758028,4.488399801,3.596420421,1.715743615,7.095748878,7.271609496,17.28036133,5.251242146,7.555873886,-2.417383855,0.887507487,1.525141945,2.090705631,0.967923762,0.397515737,2.738594413,1.511529354,1.002333725,14.31494148,9.745520312,7.152711452,2.393566491,5.729663733,1.361238436,4.345485659,1.21489481,5.957173314,0.395075108,1.447020625,2.8849987,-0.879217383,0,6.527848459,17.69595147,18.69054272,1.581790546,7.620649127,2.032881843,1.923492232,2.458675816,3.021243845,0.710316555,2.108969733,1.839287358,3.124015437,0,0.870134625,7.006434544
169,0.703030303,0.682926829,0.734693878,0.730769231,0.571428571,0.628571429,0.857142857,0.678571429,0.470588235,0.6875,0.642857143,0.791666667,0.727272727,0.578947368,17.82856896,12.25028683,10.72660501,8.237397348,6.659742118,9.907729842,15.6479281,4.269081104,0.18454056,4.713582828,4.673734076,1.005101786,15.66767058,13.81707434,4.58821484,8.472424942,9.155757972,9.232088787,0.346938254,3.581408638,14.34592184,3.291551404,0.073258049,4.496377677,2.760296232,-0.235495646,5.589421561,2.964353628,15.8818683,9.170584891,8.11849765,0.768789113,3.143918041,11.80128448,4.760733216,4.972762711,-0.274388622,4.103907014,1.196565314,2.170229843,15.3274793,6.651957063,3.573207104,4.973996932,3.865772234,1.676470744,7.392628816,0.944968692,9.29720729,-0.449173314,1.41588379,0.09340606,3.546798207,-2.858302174,6.42734085,14.1559323,12.97697523,1.579575135,1.56308163,-0.207935116,0.403175959,0.055299227,7.769825938,-0.100243447,-0.292178308,-0.992991183,1.418855309,2.255962872,1.77528904,2.836664452
170,0.68125,0.67816092,0.8,0.8,0.585365854,0.473684211,0.9,0.8,0.52173913,0.473684211,0.72,0.8,0.666666667,0.473684211,17.83716621,11.98335824,16.3475197,4.788221113,3.484345708,6.239657546,9.021286141,-0.220395392,1.545882229,6.304106253,2.216581586,0.744234051,12.99659636,12.69810571,6.368188,12.59047834,14.8352,8.28204849,-1.018803332,3.447191737,7.755448253,0.742840012,-1.481121181,5.207593511,1.266851156,1.124955457,8.764365338,3.343979795,16.42551862,4.810397459,9.190844213,-2.221648542,2.322199492,3.479337879,3.553814668,0.421360159,1.546851009,-0.253158023,-0.310756135,-0.369882231,11.6746539,4.712956363,1.541334604,1.776110229,2.810805399,-0.05432802,3.346005171,3.25019394,7.451702602,-0.66331449,1.408792459,3.065487841,1.858374973,1.803080796,6.454088568,13.29812439,12.84707944,-0.875451104,4.805937404,-0.14219616,1.108366676,2.179382491,2.49973906,-1.727395901,1.421164117,2.38066058,2.442938252,-1.42083755,-1.496988044,6.642811721
171,0.652439024,0.698795181,0.666666667,0.703703704,0.787878788,0.64516129,0.666666667,0.678571429,0.8125,0.666666667,0.666666667,0.730769231,0.764705882,0.625,17.78772862,7.823871495,11.60775739,6.303733326,7.639837609,4.427460992,12.40217451,5.495380588,-0.857748588,2.595677276,2.132427274,-1.847978539,11.53633159,10.59630315,3.942283721,5.85853964,9.704191008,7.729891181,1.234151232,0.389902026,11.10107677,5.472474789,0.292119946,3.499386941,-0.047605669,0.064216746,4.702717441,3.830007462,11.35408227,7.460124216,6.678883054,2.241414201,4.194665097,5.999823269,8.397058796,5.162882868,0.268393314,-0.41991249,0.45167232,0.567840183,13.06899029,3.916239786,4.521105859,0.437140188,2.681784544,1.980604487,7.495769593,-0.161409441,7.230170737,0.936063142,-1.417661169,0.452108525,1.500474592,-2.39286733,6.178745117,11.8816708,15.04570726,1.408247158,7.616216702,-2.174763557,1.096067087,0.506345592,6.563075407,-0.674324344,-1.044809324,1.309788765,2.566363293,-1.002333725,0.792296446,3.835636636
172,0.712707182,0.696969697,0.731707317,0.765957447,0.533333333,0.620689655,0.75,0.782608696,0.5,0.6,0.714285714,0.75,0.571428571,0.642857143,19.48083967,13.21096693,17.53597742,5.223731739,7.680641121,1.723716513,10.26945627,5.942087207,2.218994173,4.983199421,1.995579928,-1.435285088,17.28656742,19.62389789,6.306324897,11.56374122,15.12503881,4.862809525,0.122853744,-1.290561475,8.905087804,3.887474688,-0.315722449,3.654585,1.884139786,-1.002333725,6.442685225,4.985820002,14.2963377,8.309068819,10.3505336,1.672505119,3.357600238,2.25454343,2.903906947,4.526385135,-0.515907291,1.282179349,0.502789002,-0.05955215,14.95478256,9.363374501,3.081479118,2.784454185,5.705582177,0.834173238,7.884231877,0.303444941,7.40711115,1.650415387,2.462058619,3.864352571,-0.217374415,-1.118489095,10.84089655,16.31355914,14.39138511,0.984668441,6.263414192,2.579892861,4.482805445,1.697609653,6.536455216,2.503418586,1.899974076,2.480318806,2.444993526,-1.71697401,2.078116872,10.06934585
173,0.720930233,0.746666667,0.830188679,0.755555556,0.666666667,0.642857143,0.846153846,0.772727273,0.8,0.529411765,0.814814815,0.739130435,0.571428571,0.818181818,21.49642511,10.67484384,19.51153203,7.94728273,6.586444926,3.702682035,8.266884321,1.966718742,-0.839365342,7.339126254,0.598476858,1.791516884,13.91156721,14.37794492,6.184865787,9.999697756,17.39296848,9.42102219,0.68032029,2.409168479,7.28763766,1.605777581,-0.137195493,6.234572023,-0.68226002,0.720011957,6.227319712,4.814327934,15.92720149,5.637512142,10.30900693,-1.45121781,5.089326168,1.864898684,4.680148224,2.001904643,-1.963507018,2.718563658,-1.182319372,0.80873067,13.10423728,8.264238,5.378233977,1.775468863,3.44835361,2.070075157,4.634538309,2.97281064,5.316563878,-0.419202997,1.002333725,3.534246596,0.936645925,1.42083755,6.435992347,14.49705286,16.07338542,2.570703002,3.969150755,2.882456734,2.35029615,0.374760845,2.477377563,0.187640503,0.840639394,2.879232345,3.023621697,1.002333725,2.187491794,5.708360991
174,0.707602339,0.75,0.8,0.821428571,0.692307692,0.56,0.75,0.851851852,0.692307692,0.583333333,0.857142857,0.793103448,0.692307692,0.538461538,20.79223792,11.56112932,14.52343327,4.896222768,6.577663485,4.222102671,9.349192736,3.554869687,1.405271095,6.69305013,2.757037373,0.064583715,12.56263735,13.95724319,5.185798162,7.465657613,12.54267431,6.434339996,0.248760395,1.328510838,6.758298867,5.272354439,0,5.769773572,2.139769967,0,6.220580702,4.541835545,15.47175098,11.72394069,6.997957929,-2.424800323,5.365266958,5.322853481,6.272304343,0.518914711,0.767029456,0.918423407,0.270705812,0,11.79533003,4.346031727,4.338779975,2.67251164,5.331913564,1.796779893,6.163571026,-0.48102543,6.12522784,-0.856372463,0.124749408,2.824587266,1.013075436,-0.728546311,4.526755267,13.3965817,18.00310416,1.020936028,6.777347429,2.69456639,1.048197869,0.420851161,7.949870298,0.867160469,1.163983025,3.346497283,2.844320149,1.002333725,1.798922533,5.899683396
